Cuma																		
Cuma
1	0	0	166,6666667	0	0	0	0	0	0	0	0	0	7	0	6000	12000	18173,66667	18,17366667
2	0	0	166,6666667	0	0	0	0	0	0	0	0	0	7	0	6000	12000	18173,66667	18,17366667
3	0	0	166,6666667	0	0	0	0	0	0	0	0	0	7	0	6000	12000	18173,66667	18,17366667
4	0	0	166,6666667	0	0	0	0	0	0	0	0	0	7	0	0	12000	12173,66667	12,17366667
5	0	0	166,6666667	0	0	0	0	0	0	0	0	0	7	0	0	0	173,6666667	0,173666667
6	480	1500	166,6666667	0	0	0	0	0	0	0	0	0	7	0	0	0	2153,666667	2,153666667
7	0	0	166,6666667	2000	850	1000	0	0	0	0	0	0	7	600	0	0	4623,666667	4,623666667
8	0	0	166,6666667	0	0	0	0	0	0	0	0	0	7	0	0	0	173,6666667	0,173666667
9	0	0	166,6666667	0	0	0	0	0	0	0	0	0	7	0	0	0	173,6666667	0,173666667
10	0	0	166,6666667	0	0	0	0	0	0	0	0	0	7	0	0	0	173,6666667	0,173666667
11	0	0	166,6666667	0	0	0	0	0	0	0	0	0	7	0	0	0	173,6666667	0,173666667
12	0	0	166,6666667	0	0	0	0	0	0	0	0	0	7	0	0	0	173,6666667	0,173666667
13	0	0	166,6666667	0	0	0	0	0	0	0	0	0	7	0	0	0	173,6666667	0,173666667
14	0	0	166,6666667	0	0	0	0	0	0	0	0	0	7	0	0	0	173,6666667	0,173666667
15	0	0	166,6666667	0	0	0	0	0	0	0	0	0	7	0	0	0	173,6666667	0,173666667
16	0	0	166,6666667	0	0	0	0	0	0	0	0	0	7	0	6000	0	6173,666667	6,173666667
17	480	0	166,6666667	0	0	0	4800	0	1250	0	0	0	7	600	6000	0	13303,66667	13,30366667
18	480	0	166,6666667	0	0	0	0	800	1250	0	0	0	7	600	6000	0	9303,666667	9,303666667
19	480	0	166,6666667	0	0	0	0	800	1250	3000	1000	0	7	600	6000	0	13303,66667	13,30366667
20	480	0	166,6666667	0	0	0	0	0	1250	3000	0	900	7	600	6000	0	12403,66667	12,40366667
21	480	0	166,6666667	0	0	0	0	0	0	0	1000	0	7	600	6000	0	8253,666667	8,253666667
22	480	0	166,6666667	0	0	0	0	0	0	0	0	0	7	600	6000	0	7253,666667	7,253666667
23	480	0	166,6666667	0	0	0	0	0	0	0	0	0	7	600	6000	0	7253,666667	7,253666667
24	0	0	166,6666667	0	0	0	0	0	0	0	0	0	7	0	6000	12000	18173,66667	18,17366667
